"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
0.000274610479796146,0.000529990608816719,0.000982888217210872,0.00175156036624723,0.00299937831074311,0.00493540346665242,0.00780368028312485,0.0118566437118143,0.0173105019871393,0.0242852865461922,0.0327387849573254,0.0424099447075189,0.0527908601911747,0.0631445256084506,0.0725769388070886,0.0801581333591458,0.0850712030594174,0.0867568146293097,0.0850179581118646,0.0800578248894857,0.0724407491297991,0.0629865884380927,0.0526258609840564,0.042250930247344,0.0325956179659535,0.0241639531793701,0.0172132353234735,0.0117826425522502,0.00775012110489813,0.004898462288308,0.00297506485961552,0.00173627448733554,0.000973700703400192,0.00052470790566066,0.00027170311452305
0.000275892909892786,0.000534897170435647,0.000996517505593276,0.00178395779124036,0.00306880546578816,0.00507270267540829,0.00805739835271506,0.012298035627008,0.018036914171174,0.0254199328266979,0.0344248697071846,0.0447977320975262,0.056017745779439,0.0673102427764018,0.0777181862411709,0.0862283668077619,0.091931361620148,0.0941809935784279,0.0927147628165749,0.0877042341371928,0.0797220139801584,0.0696341009375879,0.0584455786309653,0.0471375809240452,0.0365316096224277,0.0272054651249641,0.0194683553574286,0.0133871478526688,0.00884570506203943,0.00561645592201456,0.00342671240468166,0.00200899218863743,0.00113178519418012,0.000612681557543589,0.000318706197417285
0.000230667085930603,0.000449202028294295,0.000840586949282697,0.0015115014667881,0.00261167799976211,0.00433626624365344,0.00691827171830686,0.0106063209091174,0.0156249084478036,0.0221185095208138,0.030087075340449,0.0393269166711798,0.0493953074733876,0.0596166284870539,0.0691409108942017,0.0770528635108367,0.0825141623435964,0.0849091022909843,0.0839587669717844,0.0797744649996595,0.0728362843712857,0.0639024748920971,0.0538732972280132,0.0436430785964784,0.033973719333302,0.0254130416397873,0.0182665265226978,0.0126165609489505,0.00837358856543993,0.00534032591382171,0.00327272353966358,0.00192724168507173,0.0010905566331116,0.000592987202465765,0.000309832759533494
0.000215656448954019,0.000421863106335579,0.000792985929195533,0.00143233431423562,0.00248604178991066,0.00414627106561024,0.00664495908292363,0.0102332219145424,0.0151432130648065,0.021533237120176,0.0294229587272545,0.0386321753754722,0.0487413831956315,0.0590925121265091,0.0688419270431663,0.0770654257489141,0.0828995492133044,0.0856901289700078,0.0851129164567118,0.0812355629760769,0.0745045768996356,0.0656607330271574,0.055605082253221,0.0452490219493811,0.0353826051553535,0.0265861995215744,0.019195900564289,0.0133182274346804,0.00887912116190208,0.00568825509756626,0.00350165675546255,0.00207134955964566,0.00117738477742215,0.000643085186393333,0.00033752312073195
0.000192371651533096,0.000378004791741618,0.000713737243058251,0.00129498392499916,0.00225774814733532,0.00378243815662954,0.00608910577865001,0.00941934384346341,0.0140014602461044,0.0199991552707504,0.0274495793824827,0.0362030808188578,0.0458818819583644,0.0558756809622354,0.0653868464771315,0.0735265095965771,0.0794481023925343,0.0824914896757752,0.082303975256076,0.0789075437698244,0.0726946207748959,0.064353481090224,0.0547429004080415,0.0447475761710109,0.0351477181257878,0.026528372343382,0.0192402123237851,0.013408951765889,0.0089797744092116,0.00577858575030661,0.00357324780598878,0.00212319575608661,0.00121227779261872,0.000665118986534409,0.000350656174136525
0.000174805042385259,0.000345086981154396,0.0006546180853215,0.00119325255289863,0.00209007479694693,0.00351784333582332,0.00568953127272173,0.00884223230175421,0.0132048322908872,0.0189491393074341,0.0261295421267465,0.0346226173957785,0.0440832742754385,0.0539353744489657,0.0634102557949251,0.0716359958039124,0.0777658848747657,0.0811209394062706,0.0813135406004465,0.0783211075176867,0.07249045196785,0.0644716546190758,0.0550988860940073,0.0452483533951802,0.035706612686027,0.0270757430248744,0.0197286745468131,0.0138134180325136,0.00929372978350677,0.00600847801590992,0.00373271095674224,0.00222827910620634,0.00127820360812741,0.00070455611603702,0.000373178061398624
0.000158733942876694,0.00031478298151961,0.000599842831596011,0.00109836992917016,0.00193261285610135,0.00326758045863008,0.00530875925514664,0.00828791326523984,0.0124331991644657,0.0179228142226479,0.0248264840675729,0.033045323889828,0.0422659515251673,0.0519466073385097,0.0613493089461358,0.0696222649892894,0.0759228734455343,0.0795578724771607,0.0801087087928096,0.0775108234909539,0.0720660984641798,0.0643851473958034,0.055274697619954,0.045598758564424,0.0361464441502201,0.0275336639029157,0.0201533958206069,0.0141748408912316,0.00958018289597303,0.00622178454446614,0.00388276938523726,0.00232837849654782,0.0013416857313388,0.000742904751794491,0.000395276005312726
0.000144196828094081,0.000287258616749357,0.000549889204431776,0.00101149150292496,0.00178786341511611,0.0030366281820675,0.00495603313053656,0.00777252623750593,0.0117132040305972,0.0169619129144839,0.023602589011184,0.031559508362592,0.0405496071278824,0.050064394390842,0.0593960038020707,0.0677129084490459,0.0741774198720096,0.0780832734706721,0.078982403679013,0.0767695031141363,0.0717023112196648,0.0643522307142184,0.0554983483107844,0.0459920192565968,0.0366244254383403,0.0280249621049819,0.020606539088805,0.0145596461167024,0.00988512670588652,0.00644910179597136,0.00404298096835127,0.00243550782198563,0.00140981657560717,0.000784189141471535,0.000419144751818672
0.000130998250908514,0.000262136873177929,0.000504052167771629,0.000931338935711211,0.00165357946639305,0.00282115891112673,0.00462503813501214,0.00728598859655801,0.0110292799668121,0.0160432161227617,0.0224244289426011,0.0301187616888031,0.0388721589504963,0.0482087754475983,0.057451249215082,0.0657898401655213,0.0723942704913559,0.076548307544613,0.0777773308356142,0.0759375402544913,0.0712436332300365,0.0642275892403346,0.0556394960382541,0.0463159658773966,0.0370479508479877,0.0284762984312402,0.0210323933977923,0.0149272430518155,0.0101801969626398,0.00667142085172779,0.00420112863914593,0.00254213728881085,0.00147814584680132,0.00082588716442454,0.000443413750942829
0.000118909102248295,0.000238993449938974,0.000461574315521088,0.000856608057338817,0.00152759314066082,0.00261769111093621,0.00431036822818058,0.00682017842694715,0.0103696140866286,0.0151500839992373,0.0212692983630572,0.0286930714725268,0.0371951863947914,0.0463321358566413,0.0554579530719969,0.0637868748951591,0.0704993027314041,0.0748728471393556,0.0764099505266362,0.0749310015640403,0.0706088601967775,0.0639356220204989,0.055630452941203,0.046512348936518,0.0373688629165312,0.0288494393141782,0.0214018194072481,0.0152563192591374,0.0104504386305686,0.00687867611776799,0.00435071563711266,0.00264424643522752,0.00154428849031414,0.000866642730220904,0.000467344125900106
0.000107694142188439,0.000217439391772248,0.000421860718632331,0.000786474815503447,0.00140891749065822,0.00242533336140794,0.00401183056960695,0.00637674576813812,0.00973959962062228,0.0142944906319936,0.0201596009526756,0.0273200143783868,0.0355767056984251,0.0445180789007022,0.0535294802154226,0.0618494166854312,0.0686695487549036,0.0732620061593174,0.075106835345065,0.0739888314189628,0.0700388357468998,0.0637085470772803,0.0556855474870337,0.0467706350162154,0.0377476550956706,0.0292747085223677,0.0218162957426475,0.0156226681763154,0.0107501640481304,0.00710821534210808,0.00451639135742816,0.00275745200954199,0.0016177434475322,0.000912003504230632,0.000494047159049755
9.2390157445712e-05,0.000187386478418485,0.000365203974096201,0.000683939351443208,0.00123079205034226,0.0021283198618493,0.00353650570037231,0.00564673219440777,0.00866374159169197,0.0127731895766859,0.018095845621053,0.0246345222457646,0.0322251697325441,0.0405071933064976,0.0489277239953677,0.0567889503007698,0.063337172088309,0.0678796387191127,0.0699047065811458,0.0691766235331651,0.0657806786932142,0.0601067676797895,0.052775749680654,0.0445278198543235,0.0361005980814029,0.0281243994600902,0.0210541618319973,0.0151453190847204,0.0104689854075081,0.00695370676768995,0.00443826949516686,0.00272205177645426,0.00160422174478219,0.00090848466497698,0.000494374270266436
8.84767465544161e-05,0.000180256379436403,0.000352887949872608,0.0006638467743646,0.00120000718804372,0.00208441867901741,0.0034791351586154,0.00558011303840794,0.00860003367419249,0.012736287811155,0.018124716611923,0.0247847940023454,0.0325675585541542,0.0411216899995444,0.0498933452832751,0.0581701594579171,0.0651694238919664,0.0701574075265556,0.0725753641375529,0.0721424625536708,0.0689094444511644,0.0632488408570831,0.0557843541242752,0.0472779062195519,0.0385025957553731,0.0301305934845859,0.0226574592602471,0.0163719537498171,0.0113677762146912,0.0075846604562199,0.00486275400693463,0.00299580737172873,0.00177349834490252,0.00100886461278593,0.000551467676357153
8.81973267599429e-05,0.000180493058436549,0.000354936166612386,0.000670694622491964,0.00121782351598959,0.00212485345732526,0.00356253248930563,0.00573949950197115,0.00888535243901543,0.0132178507059567,0.0188943807834473,0.0259531576381576,0.0342557545665432,0.0434472935861008,0.0529514467090258,0.0620124498240988,0.0697856198887978,0.0754638595727447,0.0784148154740827,0.0782966686315228,0.0751232711916249,0.0692614748537061,0.0613613631052337,0.0522377247994927,0.0427326141458271,0.0335908177879781,0.0253727502648938,0.0184162117607418,0.0128445463189776,0.00860840853938701,0.00554386326165652,0.00343073829124125,0.00204008376695297,0.00116571832398141,0.000640065372639434
7.3425575723892e-05,0.00015093381622634,0.000298133237584517,0.000565873091278416,0.00103207827251705,0.00180880316657355,0.00304617740387407,0.00492951737015387,0.00766547454969923,0.0114540540266881,0.0164461799034243,0.0226911526328216,0.0300838810296228,0.0383263108609216,0.0469187116992016,0.0551926303340947,0.0623881481665336,0.0677655731807312,0.0707297583854359,0.0709383822524605,0.0683669859243703,0.0633136901586821,0.0563423349305003,0.0481790297785793,0.0395883332486636,0.0312580799729753,0.0237160980484508,0.0172905963177719,0.012113298749594,0.00815455988071883,0.00527502077735254,0.00327893852325615,0.00195851867425712,0.00112410631042862,0.00061997211410928
6.82264895843585e-05,0.000140872683010278,0.000279502166968497,0.000532878697107325,0.00097623970966362,0.00171857957647645,0.00290715386620282,0.00472554282854622,0.00738109530604962,0.0110783593446623,0.0159777529405797,0.0221432649827069,0.0294885480904678,0.0377355744663594,0.0464017587256509,0.0548281844082801,0.0622528550840103,0.0679204725685685,0.0712078969148572,0.071736744875298,0.069445038248646,0.0645991520565938,0.0577428795010607,0.0495970739386532,0.0409354563464044,0.0324660262743141,0.0247425525037948,0.0181194774108893,0.0127506570961875,0.00862194236617894,0.00560225954980218,0.00349789523997946,0.0020986292756623,0.00120990116576221,0.000670269069512802
6.05071720014488e-05,0.000125497800523426,0.000250120903801792,0.000479014471025032,0.000881520046338667,0.00155883735396284,0.0026488331072297,0.00432507545326072,0.0067860677745048,0.0102312385734065,0.0148225812301302,0.0206350326109413,0.0276040146509967,0.0354833957478518,0.0438292455049127,0.0520222050813871,0.0593334362989751,0.0650273802919262,0.0684824121543889,0.0693023378955478,0.0673911349943821,0.0629714506268497,0.0565419329765493,0.0487846963802405,0.0404466473752442,0.0322231041599121,0.0246682359187887,0.018146573056371,0.0128273483624526,0.00871294188617747,0.0056869356884438,0.00356678795119017,0.00214961969729364,0.00124489071647459,0.000692765024511193
5.47693675919897e-05,0.000114113592086594,0.000228466024238927,0.000439532126601118,0.000812539576232067,0.0014433892253244,0.00246381197193922,0.00404126147430689,0.00636959383612479,0.00964699453662866,0.0140397030838067,0.0196340321602856,0.0263843763835565,0.0340698324922991,0.0422745555798494,0.0504050489194068,0.0577504015904919,0.0635802141335263,0.0672628083125529,0.068377630978452,0.0667942615950709,0.0626975108702365,0.0565519356291481,0.0490151858810416,0.0408225195125887,0.0326704326712313,0.0251244084408547,0.0185661827743333,0.0131836342558982,0.00899566637937316,0.00589816770505328,0.00371609133009851,0.00224978502626259,0.00130882304021925,0.000731654394742219
4.95403900204474e-05,0.00010368279339609,0.000208515592806862,0.000402953674309758,0.000748266989034804,0.00133519000807813,0.00228936328377659,0.00377199950825012,0.00597191928107409,0.0090853512576477,0.0132817439717474,0.0186575305144992,0.0251848268704255,0.0326670261767571,0.0407160944337147,0.048765036967378,0.0561224958671508,0.0620656634316347,0.0659556275941882,0.0673501172653844,0.0660862188092737,0.0623116850975952,0.0564565218569945,0.0491524024041907,0.041120781146637,0.0330570349783511,0.0255359678493685,0.0189551215342135,0.0135203078438845,0.0092668528297962,0.00610328350637752,0.00386260518609655,0.0023489971367826,0.00137268198985443,0.000770801484287754
4.48727961437975e-05,9.43292402752735e-05,0.000190543484492339,0.000369850821610218,0.00068983295764332,0.00123636384907818,0.00212928499958999,0.00352376187440215,0.00560356850397158,0.00856265211465143,0.0125729587787633,0.0177399482765307,0.0240520972616372,0.0313356976394703,0.0392293994839367,0.0471921625834495,0.0545524259593076,0.0605960424381279,0.0646785807098743,0.0663380565600571,0.0653809242875205,0.0619192108602766,0.0563489466867579,0.0492756319528919,0.0414061244437081,0.0334335815820149,0.0259410238704002,0.0193409212023834,0.0138564813703164,0.00953925496489218,0.0063104677809998,0.00401138326886368,0.00245025999083024,0.00143818737349557,0.000811155181664907
4.05780693023882e-05,8.56795424820781e-05,0.000173839090899213,0.000338924096622867,0.000634954057699931,0.00114305505951404,0.00197732074036018,0.00328679290716036,0.00524992287798942,0.00805784623818953,0.0118842176086941,0.0168425510119169,0.0229366973231251,0.0300150936673414,0.0377428239639271,0.045605266917725,0.052951903657997,0.0590791385399638,0.0633392265207132,0.0652525365666854,0.0645963665466013,0.0614475862538169,0.0561678241097436,0.0493351423836106,0.0416400416846733,0.0337716181283432,0.0263195512581835,0.0197101954015663,0.0141836874135009,0.00980783317353583,0.0065169231706209,0.00416099937876942,0.0025529253608258,0.00150509492077212,0.000852657956158597
3.66329653024239e-05,7.76904853812862e-05,0.000158324498567335,0.000310036690496143,0.000583395262620778,0.00105486693744667,0.00183281053575977,0.00306000896994961,0.00490922771413506,0.00756813923456062,0.0112111614437278,0.015958708671749,0.0218288378434632,0.0286912376346365,0.0362371315892521,0.043978889625277,0.0512885792083395,0.057475541749402,0.0618915702998013,0.0640421598157389,0.0636775706749271,0.0608405385701908,0.0558580344322638,0.0492792699647206,0.0417761937855508,0.0340313691483069,0.0266388748145929,0.0200372528034673,0.0144825907430778,0.0100586580588597,0.00671304337283551,0.00430511137540337,0.00265298477724699,0.00157097922969931,0.000893904921010157
3.30919028886643e-05,7.04911398967703e-05,0.00014428853838681,0.000283800922132367,0.000536389896558336,0.000974164584246142,0.00170007930253785,0.00285096079243003,0.00459408099677824,0.00711363368968659,0.0105844889628184,0.0151333099953007,0.0207913975093065,0.0274485386289666,0.034820951098237,0.0424470919544724,0.0497211553659995,0.0559655111473771,0.0605321024101053,0.0629125198528472,0.0628310692377995,0.0602973003026987,0.0556041649687808,0.0492722957145403,0.0419550519480787,0.0343282514587464,0.0269901321006283,0.0203912659959543,0.0148036618898049,0.010327134641727,0.00692271022253985,0.00445921083775417,0.00276010307556037,0.00164164000266827,0.000938243933017509
2.83328003596126e-05,6.06240983183658e-05,0.0001246480741627,0.000246269429152832,0.000467541575995362,0.000852932994482013,0.00149518411363694,0.00251860256206517,0.00407671107640918,0.00634082344860961,0.00947691367289232,0.0136104917232046,0.0187830631056127,0.0249083410762672,0.0317401547519137,0.0388650455526012,0.0457293759017927,0.0517031921492438,0.0561727205552612,0.0586434613772503,0.0588301264005529,0.056710831456647,0.0525313167843035,0.046758070509113,0.0399927133720666,0.0328693501808835,0.0259589594103277,0.0197001394083727,0.0143660414473536,0.010066781763388,0.00677844121121995,0.00438585798480853,0.00272687197155193,0.00162914700654008,0.000935278666977171
2.69098717383942e-05,5.78380619552165e-05,0.000119453892985828,0.000237067225033988,0.00045209271583422,0.000828454064787422,0.00145879552588872,0.00246834355140217,0.00401330440840575,0.00627023794101325,0.00941350735040171,0.0135801487902634,0.0188253600973981,0.025076552677027,0.0320980179998202,0.0394797595614974,0.0466612887120318,0.0529937856912722,0.0578334600984734,0.0606484132792919,0.0611147101430356,0.0591777049007807,0.0550625753637708,0.0492312595043534,0.0422971759048452,0.0349194793155672,0.0277019324656385,0.0211172926520563,0.0154686429147944,0.0108880954954766,0.00736439847644608,0.00478639128863318,0.00298926613942321,0.0017939334273597,0.00103450668781516
2.66209687218e-05,5.74708338157014e-05,0.000119221777952944,0.000237655738408425,0.000455224664972119,0.000837892260655651,0.00148195707491122,0.00251865248908009,0.00411326012494766,0.00645489990939576,0.0097337091157606,0.0141043417562151,0.0196387107907719,0.0262759783463303,0.0337824118192156,0.0417357576605917,0.0495463760499284,0.0565199109823812,0.0619550991385783,0.065258738915084,0.0660520564820302,0.0642421487534862,0.0600398800406112,0.0539194681154289,0.0465304641470286,0.0385847008454683,0.0307453056208007,0.023541187339629,0.0173206315319598,0.0122457340226676,0.00831939188537456,0.00543105141488633,0.00340691831471054,0.00205364274978736,0.00118952431941562
2.21737536403826e-05,4.80797237243942e-05,0.000100177258795086,0.000200567666396337,0.000385866833938887,0.000713343782867012,0.00126720053069046,0.00216310189643378,0.00354808403478095,0.00559237410805394,0.00847001225266946,0.0123270017864483,0.0172391783703147,0.0231665535060936,0.0299152145980718,0.0371200629874508,0.0442599810714965,0.0507107135294218,0.0558308485372032,0.0590656200500523,0.0600456224486236,0.0586562080463911,0.0550595502304725,0.0496635046745549,0.0430455313311604,0.0358512872473907,0.0286924321960676,0.0220656056563715,0.0163061021465741,0.0115789775742851,0.0079008885685475,0.00518044709397757,0.00326395403926126,0.00197608766534764,0.00114961824276382
2.05056353727897e-05,4.46586107681539e-05,9.34591019913544e-05,0.000187941452336309,0.000363168597675564,0.000674339939318331,0.00120319078733183,0.00206288617722997,0.0033986098212168,0.00538037737912551,0.0081848299421967,0.0119644343438283,0.0168058450926313,0.0226837208607299,0.029420771320451,0.0366673645287862,0.0439128142093984,0.0505345983918499,0.0558820556533829,0.0593802413188805,0.0606313986674654,0.0594893555362907,0.0560876166454476,0.0508136905027976,0.0442364735163358,0.0370054963855615,0.0297466391170935,0.0229771129663595,0.0170544940158249,0.0121637637026078,0.00833648147325406,0.00549013718013596,0.00347431426799767,0.00211271247298467,0.00123451670941703
